ID,URL,ciudad,Zona,Barrio,Cordenada_latitud,cordenada_longitud,Tipo,piso,Estrato,Area_contruida,parqueaderos,Baños,Habitaciones,Precio
1564437042-4552,https://www.fincaraiz.com.co/casa-en-venta/cali/buitrera-det-4138458.aspx,Cali,Zona Sur,la buitrera ,3.483071566,-76.20885468,Casa,2,2,240,,3,6,180000000
1564437042-4882,https://www.fincaraiz.com.co/casa-en-venta/cali/villagorogona-det-2924818.aspx,Cali,Zona Norte,villagorogona  ,3.403000116,-76.38700104,Casa,,2,140,1,3,4,140000000
1564442091-12739,https://www.fincaraiz.com.co/apartamento-en-venta/cali/cristales-det-4503603.aspx,Cali,Zona Oeste,cristales  ,3.404000044,-76.45500183,Apartamento,2,6,103,2,2,3,395000000
1564437042-2992,https://www.fincaraiz.com.co/casa-en-venta/cali/poblado_campestre_candelaria_valle-det-4640392.aspx,Cali,Zona Norte,poblado campestre candelaria,3.414577246,-76.45580292,Casa,,3,82,1,3,3,115000000
1564437042-4607,https://www.fincaraiz.com.co/casa-en-venta/cali/poblado_campestre-det-4396780.aspx,Cali,Zona Oriente,poblado campestre ,3.411382914,-76.45618439,Casa,1,3,72,1,2,4,130000000
1564442091-14584,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-3964526.aspx,Cali,Zona Sur,valle del lili,3.434999943,-76.45700073,Apartamento,,4,75,1,2,3,218000000
1564442091-10849,https://www.fincaraiz.com.co/apartamento-en-venta/cali/cristales-det-4706947.aspx,Cali,Zona Oeste,cristales  ,3.407999992,-76.45899963,Apartamento,1,6,85,2,2,3,310000000
1564442091-11687,https://www.fincaraiz.com.co/apartamento-en-venta/cali/cristales-det-4636619.aspx,Cali,Zona Oeste,cristales  ,3.407999992,-76.45899963,Apartamento,1,4,84,2,2,2,315000000
1564437042-290,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_real-det-4780904.aspx,Cali,Zona Sur,ciudad real ,3.470361233,-76.45919037,Casa,,4,128,1,3,3,330000000
1564442091-8050,https://www.fincaraiz.com.co/apartamento-en-venta/cali/cristales-det-4476872.aspx,Cali,Zona Oeste,cristales  ,3.410000086,-76.45999908,Apartamento,3,6,84,2,2,2,335000000
1564437042-5466,https://www.fincaraiz.com.co/casa-en-venta/cali/candelaria_poblado_campestre-det-4782954.aspx,Cali,Zona Oriente,candelaria poblado campestre,3.413325071,-76.46162415,Casa,,2,85,1,2,5,98000000
1564437042-3288,https://www.fincaraiz.com.co/casa-en-venta/cali/compartir-det-4616291.aspx,Cali,Zona Oriente,compartir  ,3.432028532,-76.46266937,Casa,,1,60,2,1,2,70000000
1564437042-4896,https://www.fincaraiz.com.co/casa-en-venta/cali/pance-det-4291102.aspx,Cali,Zona Sur,pance  ,3.430000067,-76.46299744,Casa,2,6,237,2,5,4,880000000
1564437042-4058,https://www.fincaraiz.com.co/casa-en-venta/cali/calimio_desepaz-det-4569533.aspx,Cali,Zona Oriente,calimio desepaz ,3.424000025,-76.46299744,Casa,,2,160,,2,5,87000000
1564437042-5565,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_talanga-det-4665110.aspx,Cali,Zona Oriente,ciudad talanga ,3.433908463,-76.46315765,Casa,,2,65,,3,4,85000000
1564437042-3417,https://www.fincaraiz.com.co/casa-en-venta/cali/calimio_desepaz-det-4602590.aspx,Cali,Zona Oriente,calimio desepaz ,3.421000957,-76.46318817,Casa,,1,60,,2,4,92000000
1564437042-4764,https://www.fincaraiz.com.co/casa-en-venta/cali/calimio_desepaz-det-4317190.aspx,Cali,Zona Oriente,calimio desepaz ,3.424613237,-76.46343994,Casa,,2,65,1,3,6,98000000
1564437042-4005,https://www.fincaraiz.com.co/casa-en-venta/cali/miraflores-det-4573334.aspx,Cali,Zona Oeste,miraflores  ,3.427999973,-76.46399689,Casa,2,4,800,3,6,7,1200000000
1564437042-3901,https://www.fincaraiz.com.co/casa-en-venta/cali/decepaz-det-4617751.aspx,Cali,Zona Oriente,decepaz  ,3.421000004,-76.46399689,Casa,,2,120,,2,4,92000000
1564437042-1368,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_cordoba-det-4731355.aspx,Cali,Zona Oriente,ciudad córdoba ,3.404999971,-76.46399689,Casa,3,3,175,,3,5,150000000
1564442091-9189,https://www.fincaraiz.com.co/apartamento-en-venta/cali/multicentro-det-4787037.aspx,Cali,Zona Sur,multicentro  ,3.428999901,-76.46399689,Apartamento,3,5,86,,2,3,250000000
1564442091-14080,https://www.fincaraiz.com.co/apartamento-en-venta/cali/ciudad_jardin-det-3920500.aspx,Cali,Zona Sur,ciudad jardín ,3.433000088,-76.46399689,Apartamento,,6,346,4,6,5,1280000000
1564437042-2434,https://www.fincaraiz.com.co/casa-en-venta/cali/remansos_comfandi-det-4678768.aspx,Cali,Zona Oriente,remansos de comfandi,3.418203115,-76.4642334,Casa,,2,180,,4,7,130000000
1564437042-4875,https://www.fincaraiz.com.co/casa-en-venta/cali/pance-det-4313307.aspx,Cali,Zona Sur,pance  ,3.434629917,-76.46437836,Casa,2,6,600,4,7,5,1300000000
1564437042-4937,https://www.fincaraiz.com.co/casa-en-venta/cali/pance-det-4312930.aspx,Cali,Zona Sur,pance  ,3.434629917,-76.46437836,Casa,3,6,160,2,4,4,513000000
1564437042-4688,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_jardin-det-4423464.aspx,Cali,Zona Sur,ciudad jardín ,3.434629917,-76.46437836,Casa,2,6,500,10,4,6,2500000000
1564437042-4920,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_jardin-det-4322335.aspx,Cali,Zona Sur,ciudad jardín ,3.434629917,-76.46437836,Casa,2,6,490,3,6,5,870000000
1564442091-10466,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-4707287.aspx,Cali,Zona Sur,valle del lili,3.434629917,-76.46437836,Apartamento,5,5,82.5,1,2,3,310000000
1564442091-13334,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-4454908.aspx,Cali,Zona Sur,valle del lili,3.434629917,-76.46437836,Apartamento,9,4,80,1,2,3,240000000
1564442091-14412,https://www.fincaraiz.com.co/apartamento-en-venta/cali/cristales-det-4125023.aspx,Cali,,cristales  ,3.459272385,-76.46440887,Apartamento,,6,184,2,4,3,887000000
1564442091-8018,https://www.fincaraiz.com.co/apartamento-en-venta/cali/pance-det-4630035.aspx,Cali,Zona Sur,pance  ,3.427829981,-76.46478271,Apartamento,6,6,150,2,5,4,690000000
1564442091-11971,https://www.fincaraiz.com.co/apartamento-en-venta/cali/zona_oeste-det-4582234.aspx,Cali,Zona Oeste,zona oeste ,3.428809881,-76.46498108,Apartamento,4,5,92,2,3,3,220000000
1564442091-11051,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-4644920.aspx,Cali,Zona Sur,valle del lili,3.436000109,-76.46499634,Apartamento,,5,70,1,2,2,230000000
1564442091-14041,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-4297368.aspx,Cali,Zona Sur,valle del lili,3.436000109,-76.46499634,Apartamento,,5,63,,2,2,160000000
1564442091-6777,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-4288658.aspx,Cali,Zona Sur,valle del lili,3.436000109,-76.46499634,Apartamento,6,5,71,1,2,3,199900000
1564442091-14194,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-3878507.aspx,Cali,Zona Sur,valle del lili,3.436000109,-76.46499634,Apartamento,,5,76,,2,3,270000000
1564442091-12420,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-4563231.aspx,Cali,Zona Sur,valle del lili,3.435189962,-76.46515656,Apartamento,10,4,60,,2,3,170000000
1564437042-3194,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudadela_del_rio-det-4623505.aspx,Cali,Zona Oriente,ciudadela del río,3.425519943,-76.465271,Casa,,2,90,,1,3,135000000
1564437042-5294,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_jardin-det-4029801.aspx,Cali,Zona Sur,ciudad jardín ,3.433120012,-76.46540833,Casa,,6,255,2,5,5,650000000
1564442091-6322,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-4650454.aspx,Cali,Zona Sur,valle del lili,3.434190035,-76.46542358,Apartamento,2,5,91,1,3,3,290000000
1564442091-6496,https://www.fincaraiz.com.co/apartamento-en-venta/cali/pance-det-4596410.aspx,Cali,Zona Sur,pance  ,3.429330111,-76.46553802,Apartamento,3,6,136,2,4,4,550000000
1564442091-7589,https://www.fincaraiz.com.co/apartamento-en-venta/cali/ciudad_bochalema-det-4789113.aspx,Cali,Zona Sur,ciudad bochalema ,3.429330111,-76.46553802,Apartamento,8,5,90,2,2,3,300000000
1564437042-4213,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_talanga-det-4475362.aspx,Cali,Zona Oriente,ciudad talanga ,3.434516191,-76.46569824,Casa,,3,180,1,2,4,110000000
1564437042-2681,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_del_campo-det-4658835.aspx,Cali,Zona Oeste,ciudad del campo,3.440598965,-76.46569824,Casa,2,2,67,,2,4,128000000
1564437042-3083,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudadela_del_rio-det-4657748.aspx,Cali,Zona Oriente,ciudadela del río,3.421999931,-76.46600342,Casa,,2,110,,1,2,78000000
1564437042-2987,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudadela_del_rio_cvc-det-4664574.aspx,Cali,Zona Norte,ciudadela del río,3.426000118,-76.46600342,Casa,,2,120,1,3,7,180000000
1564437042-4150,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudadela_del_rio_cvc-det-4510533.aspx,Cali,Zona Oriente,ciudadela del río,3.430000067,-76.46600342,Casa,,3,120,,1,4,95000000
1564437042-2551,https://www.fincaraiz.com.co/casa-en-venta/cali/pance-det-4604393.aspx,Cali,Zona Sur,pance  ,3.412659883,-76.46658325,Casa,2,6,300,4,6,5,1380000000
1564437042-4120,https://www.fincaraiz.com.co/casa-en-venta/cali/compartir-det-4415743.aspx,Cali,Zona Oriente,compartir  ,3.430789232,-76.46664429,Casa,2,2,110,,2,4,125000000
1564437042-3964,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_jardin-det-4578315.aspx,Cali,Zona Sur,ciudad jardín ,3.423340082,-76.46691132,Casa,1,6,300,4,6,4,850000000
1564442091-12125,https://www.fincaraiz.com.co/apartamento-en-venta/cali/ciudad_jardin-det-3623882.aspx,Cali,Zona Sur,ciudad jardín ,3.423340082,-76.46691132,Apartamento,12,6,145,2,5,3,580000000
1564442091-9379,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-4704805.aspx,Cali,Zona Sur,valle del lili,3.434773207,-76.46698761,Apartamento,3,4,80,1,2,3,226000000
1564437042-1604,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_del_lili-det-4787989.aspx,Cali,Zona Sur,valle del lili,3.434499979,-76.46700287,Casa,2,4,160,2,3,4,280000000
1564437042-1515,https://www.fincaraiz.com.co/casa-en-venta/cali/remanso_comfandi-det-4229028.aspx,Cali,Zona Oriente,remanso de comfandi,3.417999983,-76.46700287,Casa,2,2,120,,2,5,85000000
1564442091-9196,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-4780976.aspx,Cali,Zona Sur,valle del lili,3.434499979,-76.46700287,Apartamento,8,5,80,1,3,3,280000000
1564442091-8152,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-4778380.aspx,Cali,Zona Sur,valle del lili,3.434499979,-76.46700287,Apartamento,8,5,80.49,1,2,3,240000000
1564442091-9645,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-4733470.aspx,Cali,Zona Sur,valle del lili,3.434999943,-76.46700287,Apartamento,5,4,60,,2,2,157000000
1564442091-9352,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-4725075.aspx,Cali,Zona Sur,valle del lili,3.434499979,-76.46700287,Apartamento,1,4,60,1,2,3,165000000
1564442091-9586,https://www.fincaraiz.com.co/apartamento-en-venta/cali/torres_comfandi-det-4730636.aspx,Cali,Zona Norte,torres de comfandi,3.407629967,-76.467453,Apartamento,2,3,56,1,1,3,135000000
1564437042-4728,https://www.fincaraiz.com.co/casa-en-venta/cali/calimio_desepaz-det-4330944.aspx,Cali,Zona Oriente,calimio desepaz ,3.412735939,-76.46755981,Casa,,2,50,,1,2,75000000
1564437042-2085,https://www.fincaraiz.com.co/casa-en-venta/cali/calimio_desepaz-det-4703834.aspx,Cali,Zona Oriente,calimio desepaz ,3.41302824,-76.46765137,Casa,,1,180,,2,4,115000000
1564437042-3278,https://www.fincaraiz.com.co/casa-en-venta/cali/calimio_desepaz-det-4617524.aspx,Cali,Zona Oriente,calimio desepaz ,3.414039373,-76.46784973,Casa,2,2,60,,2,3,75000000
1564437042-4888,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_del_campo-det-4089030.aspx,Cali,Zona Oriente,ciudad del campo,3.45600009,-76.46800232,Casa,,2,80,1,3,3,123000000
1564442091-15266,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-3267726.aspx,Cali,Zona Sur,valle del lili,3.434000015,-76.46800232,Apartamento,9,4,86,1,2,3,250000000
1564437042-2464,https://www.fincaraiz.com.co/casa-en-venta/cali/pance-det-4725976.aspx,Cali,Zona Sur,pance  ,3.416640043,-76.46808624,Casa,2,6,435,4,9,7,2800000000
1564437042-359,https://www.fincaraiz.com.co/casa-en-venta/cali/pance-det-4515554.aspx,Cali,Zona Sur,pance  ,3.416640043,-76.46808624,Casa,1,6,330,2,4,4,900000000
1564442091-7295,https://www.fincaraiz.com.co/apartamento-en-venta/cali/parcelaciones_pance-det-4778266.aspx,Cali,Zona Sur,parcelaciones pance ,3.416640043,-76.46808624,Apartamento,,6,94,2,2,2,480000000
1564437042-4254,https://www.fincaraiz.com.co/casa-en-venta/cali/calimio_desepaz-det-4464091.aspx,Cali,Zona Oriente,calimio desepaz ,3.418161869,-76.46813965,Casa,4,2,250,,3,7,155000000
1564437042-3364,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_jardin-det-4620726.aspx,Cali,,ciudad jardin ,3.425075769,-76.46819305,Casa,,6,1690,8,4,4,2500000000
1564442091-7060,https://www.fincaraiz.com.co/apartamento-en-venta/cali/pance-det-3840165.aspx,Cali,Zona Sur,pance  ,3.425437927,-76.46850586,Apartamento,,6,137,2,5,4,570000000
1564442091-14753,https://www.fincaraiz.com.co/apartamento-en-venta/cali/ciudad_jardin-det-3774290.aspx,Cali,Zona Sur,ciudad jardín ,3.425437927,-76.46850586,Apartamento,3,6,146,2,4,4,595000000
1564437042-5220,https://www.fincaraiz.com.co/casa-en-venta/cali/ingenio-det-4099952.aspx,Cali,Zona Sur,el ingenio ,3.436244488,-76.4686203,Casa,4,5,1200,2,6,6,1450000000
1564437042-5027,https://www.fincaraiz.com.co/casa-en-venta/cali/parcelaciones_pance-det-4212810.aspx,Cali,Zona Sur,parcelaciones pance ,3.425608397,-76.46878052,Casa,2,6,980,6,5,3,1500000000
1564437042-3245,https://www.fincaraiz.com.co/casa-en-venta/cali/calimio_desepaz-det-4619033.aspx,Cali,Zona Oriente,calimio desepaz ,3.415036678,-76.46881104,Casa,,1,180,,2,6,130000000
1564437042-305,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_grande-det-4780161.aspx,Cali,Zona Oriente,valle grande ,3.43109417,-76.46891022,Casa,,1,120,1,2,4,130000000
1564437042-4301,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_del_campo-det-4498965.aspx,Cali,Zona Oriente,ciudad del campo,3.45600009,-76.46900177,Casa,,3,120,,3,3,130000000
1564437042-4959,https://www.fincaraiz.com.co/casa-en-venta/cali/calimio_desepaz-det-4318913.aspx,Cali,Zona Oriente,calimio desepaz ,3.411999941,-76.46900177,Casa,,2,94,,2,4,120000000
1564437042-4253,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_grande-det-4465151.aspx,Cali,Zona Oriente,valle grande ,3.435945034,-76.46920013,Casa,,2,70,,1,2,67000000
1564442091-11967,https://www.fincaraiz.com.co/apartamento-en-venta/cali/pance-det-4399268.aspx,Cali,Zona Sur,pance  ,3.425271749,-76.46946716,Apartamento,4,6,148,2,3,3,510000000
1564442091-14545,https://www.fincaraiz.com.co/apartamento-en-venta/cali/ciudad_bochalema-det-3964017.aspx,Cali,Zona Sur,ciudad bochalema ,3.424979925,-76.46946716,Apartamento,10,4,60,,2,2,195000000
1564437042-375,https://www.fincaraiz.com.co/casa-en-venta/cali/calimio_decepaz-det-3090890.aspx,Cali,,calimío decepaz ,3.414107084,-76.4695816,Casa,3,2,225,2,3,5,129000000
1564437042-1259,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_grande-det-4615623.aspx,Cali,Zona Oriente,valle grande ,3.436269999,-76.46972656,Casa,2,2,115,,2,2,80000000
1564437042-4393,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_grande-det-4493717.aspx,Cali,Zona Oriente,valle grande ,3.437600613,-76.46973419,Casa,,2,100,,2,4,125000000
1564437042-4460,https://www.fincaraiz.com.co/casa-en-venta/cali/calimio_desepaz-det-4414959.aspx,Cali,Zona Oriente,calimio desepaz ,3.41611743,-76.4699173,Casa,,2,267,,4,6,170000000
1564442091-14600,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-3981464.aspx,Cali,Zona Sur,valle del lili,3.427181244,-76.46994019,Apartamento,3,4,78,1,2,3,225000000
1564437042-3491,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_grande-det-4554693.aspx,Cali,Zona Oriente,valle grande ,3.436000109,-76.47000122,Casa,,2,110,,2,6,128000000
1564437042-4629,https://www.fincaraiz.com.co/casa-en-venta/cali/compartir-det-4446892.aspx,Cali,Zona Oriente,compartir  ,3.431999922,-76.47000122,Casa,,2,120,,2,3,130000000
1564442091-8178,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-4770553.aspx,Cali,Zona Sur,valle del lili,3.427000046,-76.47000122,Apartamento,7,4,77,1,2,3,255000000
1564442091-9048,https://www.fincaraiz.com.co/apartamento-en-venta/cali/bochalema-det-4739871.aspx,Cali,Zona Sur,bochalema  ,3.427000046,-76.47000122,Apartamento,3,4,59,1,2,2,175000000
1564442091-13165,https://www.fincaraiz.com.co/apartamento-en-venta/cali/pance-det-4448964.aspx,Cali,Zona Sur,pance  ,3.414345264,-76.47039032,Apartamento,6,6,211,2,3,3,1200000000
1564437042-2132,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_grande-det-4700711.aspx,Cali,Zona Oriente,valle grande ,3.435536623,-76.47046661,Casa,,2,210,,3,3,115000000
1564437042-5314,https://www.fincaraiz.com.co/casa-en-venta/cali/pance-det-3501562.aspx,Cali,Zona Sur,pance  ,3.420160055,-76.47054291,Casa,1,6,550,2,5,3,2500000000
1564437042-1628,https://www.fincaraiz.com.co/casa-en-venta/cali/calimio_desepaz-det-4729665.aspx,Cali,,calimio desepaz ,3.417281866,-76.47078705,Casa,,2,110,,3,4,135000000
1564437042-3739,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_grande-det-4577319.aspx,Cali,Zona Oriente,valle grande ,3.438800097,-76.47093964,Casa,,2,60,,2,3,82000000
1564437042-145,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_del_lili-det-4745171.aspx,Cali,Zona Sur,valle del lili,3.428999901,-76.47100067,Casa,,5,84,1,3,4,250000000
1564442091-14298,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_grande-det-4178810.aspx,Cali,Zona Oriente,valle grande ,3.440000057,-76.47100067,Apartamento,5,2,46,,1,2,68000000
1564437042-608,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_grande-det-4783003.aspx,Cali,Zona Oriente,valle grande ,3.438019991,-76.4710083,Casa,2,2,90,,2,4,135000000
1564442091-13056,https://www.fincaraiz.com.co/apartamento-en-venta/cali/pance-det-3587834.aspx,Cali,Zona Sur,pance  ,3.420490026,-76.47112274,Apartamento,2,6,143,3,3,3,550000000
1564437042-3090,https://www.fincaraiz.com.co/casa-en-venta/cali/calimio_desepaz-det-4633674.aspx,Cali,Zona Oriente,calimio desepaz ,3.414223433,-76.471138,Casa,,1,180,1,2,6,130000000
1564437042-4657,https://www.fincaraiz.com.co/casa-en-venta/cali/melendez-det-4358799.aspx,Cali,Zona Sur,melendez  ,3.427449942,-76.47122955,Casa,2,3,163,,4,6,330000000
1564437042-291,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_grande-det-4780892.aspx,Cali,Zona Oriente,valle grande ,3.43742919,-76.47141266,Casa,2,2,96,1,3,4,250000000
1564442091-13894,https://www.fincaraiz.com.co/apartamento-en-venta/cali/ciudad_bochalema-det-4315649.aspx,Cali,Zona Sur,ciudad bochalema ,3.420660019,-76.47141266,Apartamento,2,5,63,1,2,3,180000000
1564442091-14034,https://www.fincaraiz.com.co/apartamento-en-venta/cali/ciudad_bochalema-det-4315489.aspx,Cali,Zona Sur,ciudad bochalema ,3.420660019,-76.47141266,Apartamento,1,4,99,1,2,3,275000000
1564442091-14105,https://www.fincaraiz.com.co/apartamento-en-venta/cali/ciudad_bochalema-det-4315314.aspx,Cali,Zona Sur,ciudad bochalema ,3.420660019,-76.47141266,Apartamento,1,4,98,2,3,3,290000000
1564437042-294,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_grande-det-4780630.aspx,Cali,Zona Oriente,valle grande ,3.437686205,-76.47149658,Casa,2,2,96,,2,4,130000000
1564437042-1092,https://www.fincaraiz.com.co/casa-en-venta/cali/manuela_beltran-det-4751830.aspx,Cali,Zona Oriente,manuela beltrán ,3.419947624,-76.47157288,Casa,1,2,105,,2,3,89000000
1564442091-11947,https://www.fincaraiz.com.co/apartamento-en-venta/cali/ciudad_bochalema-det-4646204.aspx,Cali,Zona Sur,ciudad bochalema ,3.42366457,-76.47167206,Apartamento,9,4,63,1,2,2,192000000
1564442091-12219,https://www.fincaraiz.com.co/apartamento-en-venta/cali/ciudad_bochalema-det-3686285.aspx,Cali,Zona Sur,ciudad bochalema ,3.423669338,-76.47167969,Apartamento,7,4,80,1,2,3,210000000
1564437042-13,https://www.fincaraiz.com.co/casa-en-venta/cali/pizamos-det-4417310.aspx,Cali,Zona Oriente,Pizamos  ,3.409798145,-76.47188568,Casa,3,2,216,,2,4,79500000
1564437042-4737,https://www.fincaraiz.com.co/casa-en-venta/cali/puerta_del_sol-det-4330157.aspx,Cali,Zona Oriente,puerta del sol,3.429227352,-76.47206879,Casa,,1,68,,1,3,75000000
1564442091-9267,https://www.fincaraiz.com.co/apartamento-en-venta/cali/valle_del_lili-det-4785566.aspx,Cali,Zona Sur,valle del lili,3.424930096,-76.47209167,Apartamento,2,4,75,1,2,3,220000000
1564437042-3800,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_jardin-det-4593782.aspx,Cali,Zona Sur,ciudad jardín ,3.421149969,-76.47225189,Casa,2,6,300,4,6,5,850000000
1564437042-3308,https://www.fincaraiz.com.co/casa-en-venta/cali/zona_sur-det-4401145.aspx,Cali,Zona Sur,zona sur ,3.421469927,-76.47280121,Casa,2,6,358.82,2,6,5,1550000000
1564437042-4829,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_jardin-det-4301175.aspx,Cali,Zona Sur,ciudad jardín ,3.421469927,-76.47280121,Casa,2,6,412,4,6,5,1450000000
1564437042-4670,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_jardin-det-3895037.aspx,Cali,Zona Sur,ciudad jardín ,3.421469927,-76.47280121,Casa,2,6,930,2,6,5,1450000000
1564437042-5094,https://www.fincaraiz.com.co/casa-en-venta/cali/santa_monica_residencial-det-3833449.aspx,Cali,Zona Norte,santa mónica residencial,3.417999983,-76.47299957,Casa,,5,212,,2,4,400000000
1564437042-4489,https://www.fincaraiz.com.co/casa-en-venta/cali/las_orquideas-det-4483808.aspx,Cali,Zona Centro,las orquídeas ,3.414999962,-76.47299957,Casa,,2,140,,3,5,175000000
1564437042-462,https://www.fincaraiz.com.co/casa-en-venta/cali/san_marcos-det-4648083.aspx,Cali,,san marcos ,3.426408291,-76.47309113,Casa,3,1,165,,3,3,135000000
1564437042-2454,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_grande-det-4693799.aspx,Cali,Zona Oriente,valle grande ,3.436144114,-76.47342682,Casa,3,2,189,,3,4,139000000
1564437042-3796,https://www.fincaraiz.com.co/casa-en-venta/cali/zona_oriente-det-4557771.aspx,Cali,Zona Oriente,zona oriente ,3.426591158,-76.47351074,Casa,,1,55,,1,2,69000000
1564437042-1637,https://www.fincaraiz.com.co/casa-en-venta/cali/pance-det-4744052.aspx,Cali,Zona Sur,pance  ,3.412480116,-76.47354889,Casa,3,6,280,2,4,4,700000000
1564442091-13351,https://www.fincaraiz.com.co/apartamento-en-venta/cali/pance-det-4480964.aspx,Cali,Zona Sur,pance  ,3.412480116,-76.47354889,Apartamento,11,6,128,2,5,4,595000000
1564442091-8117,https://www.fincaraiz.com.co/apartamento-en-venta/cali/ciudad_jardin-det-4562164.aspx,Cali,Zona Sur,ciudad jardín ,3.412480116,-76.47354889,Apartamento,5,6,85,2,2,3,315000000
1564437042-3156,https://www.fincaraiz.com.co/casa-en-venta/cali/puerta_del_sol-det-4626697.aspx,Cali,,puerta del sol,3.431665897,-76.47371674,Casa,1,1,84,,1,3,85000000
1564442091-10785,https://www.fincaraiz.com.co/apartamento-en-venta/cali/melendez-det-4475710.aspx,Cali,Zona Sur,melendez  ,3.425287724,-76.47396851,Apartamento,3,3,58,,2,2,130000000
1564437042-5850,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_grande-det-1937729.aspx,Cali,Zona Oriente,valle grande ,3.438999891,-76.47399902,Casa,3,2,141,,2,2,120000000
1564437042-5046,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudadela_san_marcos-det-4034885.aspx,Cali,Zona Oriente,ciudadela san marcos,3.427999973,-76.47399902,Casa,,2,150,1,3,3,150000000
1564437042-2043,https://www.fincaraiz.com.co/casa-en-venta/cali/manuela_beltran-det-4706456.aspx,Cali,Zona Oriente,manuela beltrán ,3.416982412,-76.47412872,Casa,,1,140,2,1,2,155000000
1564442091-13369,https://www.fincaraiz.com.co/apartamento-en-venta/cali/ciudad_bochalema-det-4400783.aspx,Cali,Zona Sur,ciudad bochalema ,3.419719934,-76.47413635,Apartamento,4,4,63,2,2,2,185000000
1564437042-710,https://www.fincaraiz.com.co/casa-en-venta/cali/los_cerezos-det-4776529.aspx,Cali,,los cerezos ,3.424363136,-76.47468567,Casa,2,1,295,,5,5,220000000
1564437042-1319,https://www.fincaraiz.com.co/casa-en-venta/cali/valle_grande-det-4597795.aspx,Cali,Zona Oriente,valle grande ,3.440000057,-76.47499847,Casa,2,2,106,,2,2,130000000
1564437042-3280,https://www.fincaraiz.com.co/casa-en-venta/cali/compartir-det-4617164.aspx,Cali,Zona Oriente,compartir  ,3.438230753,-76.47527313,Casa,,2,56,2,2,4,120000000
1564437042-156,https://www.fincaraiz.com.co/casa-en-venta/cali/tercer_milenio_primera_etapa-det-4785710.aspx,Cali,Zona Oriente,tercer milenio primera,3.432669878,-76.47538757,Casa,,2,210,,3,7,100000000
1564437042-219,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_del_campo-det-4782995.aspx,Cali,Zona Oeste,ciudad del campo,3.453973055,-76.47540283,Casa,,2,300,2,6,4,220000000
