ID,URL,ciudad,Zona,Barrio,Cordenada_latitud,cordenada_longitud,Tipo,piso,Estrato,Area_contruida,parqueaderos,Baños,Habitaciones,Precio
1564437042-5674,https://www.fincaraiz.com.co/casa-en-venta/cali/base_aerea-det-3558820.aspx,Cali,Zona Norte,base aérea ,3.447000027,-76.48899841,Casa,,3,396,2,4,7,450000000
1564442091-13331,https://www.fincaraiz.com.co/apartamento-en-venta/cali/santa_teresita-det-3992818.aspx,Cali,Zona Oeste,santa teresita ,3.480000019,-76.48899841,Apartamento,2,6,245,3,4,5,695000000
1564442091-10192,https://www.fincaraiz.com.co/apartamento-en-venta/cali/siete_agosto-det-4667634.aspx,Cali,Zona Oriente,siete de agosto,3.445630074,-76.4890976,Apartamento,1,3,117.94,1,1,3,190000000
1564437042-619,https://www.fincaraiz.com.co/casa-en-venta/cali/poblado-det-4772385.aspx,Cali,Zona Oriente,el poblado ii,3.415508032,-76.48915863,Casa,,2,150,1,3,8,115000000
1564437042-396,https://www.fincaraiz.com.co/casa-en-venta/cali/poblado-det-4137196.aspx,Cali,Zona Oriente,el poblado i,3.423693419,-76.48921204,Casa,4,2,380,,8,11,295000000
1564437042-3820,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_lago-det-4554996.aspx,Cali,Zona Oriente,villa del lago,3.443511963,-76.48921967,Casa,1,3,70,,1,3,105000000
1564442091-15056,https://www.fincaraiz.com.co/apartamento-en-venta/cali/guaduales-det-4233486.aspx,Cali,Zona Norte,guaduales  ,3.482922316,-76.48921967,Apartamento,,3,65,,2,3,110000000
1564442091-11033,https://www.fincaraiz.com.co/apartamento-en-venta/cali/ciudad_los_alamos-det-4632457.aspx,Cali,Zona Norte,ciudad los álamos,3.471528053,-76.48921967,Apartamento,10,4,61,,2,3,138000000
1564437042-431,https://www.fincaraiz.com.co/casa-en-venta/cali/floresta-det-4399436.aspx,Cali,Zona Oriente,la floresta ,3.445760965,-76.48930359,Casa,4,3,550,1,3,2,400000000
1564442091-9496,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_alcazares-det-4709309.aspx,Cali,Zona Norte,los alcazares ,3.479418993,-76.48931885,Apartamento,4,3,70,1,2,3,120000000
1564437042-1272,https://www.fincaraiz.com.co/casa-en-venta/cali/primitivo_crespo-det-4041400.aspx,Cali,Zona Oriente,primitivo crespo ,3.444540024,-76.48932648,Casa,,3,144,,2,5,199000000
1564437042-1841,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_lago-det-4715933.aspx,Cali,Zona Oriente,villa del lago,3.440770626,-76.48938751,Casa,,3,126,,2,5,135000000
1564437042-4509,https://www.fincaraiz.com.co/casa-en-venta/cali/ciudad_talanga-det-4453957.aspx,Cali,Zona Oriente,ciudad talanga ,3.438680649,-76.48938751,Casa,,2,160,,2,5,115000000
1564442091-9563,https://www.fincaraiz.com.co/apartamento-en-venta/cali/san_vicente-det-4715206.aspx,Cali,Zona Norte,san vicente ,3.495763063,-76.48951721,Apartamento,2,3,75,1,2,3,145000000
1564442091-13442,https://www.fincaraiz.com.co/apartamento-en-venta/cali/ingenio-det-4435645.aspx,Cali,Zona Sur,el ingenio ,3.496838808,-76.48953247,Apartamento,4,5,99,1,3,2,360000000
1564437042-1163,https://www.fincaraiz.com.co/casa-en-venta/cali/fonaviemcali-det-4749431.aspx,Cali,Zona Oriente,fonaviemcali  ,3.485330105,-76.48957062,Casa,,3,110,,4,4,145000000
1564442091-10623,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_parques_barranquilla-det-4199747.aspx,Cali,Zona Norte,los parques barranquilla,3.475005388,-76.48959351,Apartamento,1,4,55,1,2,3,132000000
1564437042-12,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_prado-det-4771117.aspx,Cali,Zona Norte,Villa Del Prado,3.466387272,-76.48964691,Casa,,3,110,1,3,4,155000000
1564437042-976,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_lago-det-4778876.aspx,Cali,Zona Oriente,villa del lago,3.437900066,-76.48967743,Casa,2,2,60,,3,2,120000000
1564437042-1811,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_lago-det-4766893.aspx,Cali,Zona Oriente,villa del lago,3.437900066,-76.48967743,Casa,,2,60,,3,2,120000000
1564437042-1689,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_lago-det-4726975.aspx,Cali,Zona Oriente,villa del lago,3.4367733,-76.48968506,Casa,,2,75,,1,3,65000000
1564442091-13511,https://www.fincaraiz.com.co/apartamento-en-venta/cali/rivera-det-4377195.aspx,Cali,Zona Norte,la rivera ,3.476087093,-76.48968506,Apartamento,,3,48,1,1,3,80000000
1564437042-2550,https://www.fincaraiz.com.co/casa-en-venta/cali/las_ceibas-det-4671076.aspx,Cali,Zona Oriente,las ceibas ,3.455307007,-76.48973846,Casa,,3,250,1,2,3,310000000
1564437042-2349,https://www.fincaraiz.com.co/casa-en-venta/cali/san_luis-det-4686033.aspx,Cali,Zona Norte,san luis ,3.479923725,-76.48982239,Casa,,3,100,,2,8,280000000
1564442091-11716,https://www.fincaraiz.com.co/apartamento-en-venta/cali/zona_oriente-det-4611469.aspx,Cali,Zona Oriente,zona oriente ,3.442023993,-76.48986816,Apartamento,2,3,140,,2,3,150000000
1564442091-6066,https://www.fincaraiz.com.co/apartamento-en-venta/cali/prados_del_norte-det-4556054.aspx,Cali,Zona Norte,Prados Del Norte,3.497700691,-76.48995209,Apartamento,11,5,137,2,3,4,350000000
1564437042-1815,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_prado-det-4718078.aspx,Cali,Zona Norte,villa del prado,3.448823929,-76.48999023,Casa,2,3,75,,2,3,162000000
1564437042-5658,https://www.fincaraiz.com.co/casa-en-venta/cali/ulpiano_lloreda-det-3542467.aspx,Cali,Zona Oriente,ulpiano lloreda ,3.441199064,-76.48999023,Casa,3,2,441,,8,12,270000000
1564437042-3540,https://www.fincaraiz.com.co/casa-en-venta/cali/riviera-det-4596660.aspx,Cali,Zona Norte,la riviera ,3.473999977,-76.48999786,Casa,,3,138,1,2,5,180000000
1564437042-3372,https://www.fincaraiz.com.co/casa-en-venta/cali/poblado-det-4664589.aspx,Cali,Zona Norte,el poblado ii,3.423000097,-76.48999786,Casa,,2,300,,3,7,280000000
1564437042-1372,https://www.fincaraiz.com.co/casa-en-venta/cali/paso_del_comercio-det-4737346.aspx,Cali,Zona Norte,paso del comercio,3.493000031,-76.48999786,Casa,,3,250,1,3,8,245000000
1564437042-4591,https://www.fincaraiz.com.co/casa-en-venta/cali/nueva_base-det-2791095.aspx,Cali,Zona Oriente,nueva base ,3.447000027,-76.48999786,Casa,3,3,250,,4,5,350000000
1564437042-1315,https://www.fincaraiz.com.co/casa-en-venta/cali/las_ceibas-det-4055753.aspx,Cali,Zona Oriente,las ceibas ,3.453999996,-76.48999786,Casa,3,3,150,,5,8,220000000
1564442091-13265,https://www.fincaraiz.com.co/apartamento-en-venta/cali/villa_del_lago-det-1479799.aspx,Cali,Zona Oriente,villa del lago,3.437999964,-76.48999786,Apartamento,3,3,63,,1,2,62000000
1564437042-3765,https://www.fincaraiz.com.co/casa-en-venta/cali/zona_oeste-det-3671574.aspx,Cali,Zona Oeste,zona oeste ,3.449404955,-76.49002838,Casa,,6,377,2,6,5,1100000000
1564442091-7764,https://www.fincaraiz.com.co/apartamento-en-venta/cali/brisas_los_alamos-det-4461661.aspx,Cali,Zona Norte,brisas de los,3.494380951,-76.4900589,Apartamento,5,3,65,,1,2,128000000
1564442091-11922,https://www.fincaraiz.com.co/apartamento-en-venta/cali/acopi-det-4658340.aspx,Cali,Zona Norte,acopi  ,3.468187332,-76.4900589,Apartamento,,5,105,,3,3,430000000
1564437042-3559,https://www.fincaraiz.com.co/casa-en-venta/cali/floralia-det-4588254.aspx,Cali,Zona Norte,floralia  ,3.487825871,-76.49006653,Casa,,2,200,1,4,9,160000000
1564437042-4320,https://www.fincaraiz.com.co/casa-en-venta/cali/santa_teresita-det-4478056.aspx,Cali,Zona Oeste,santa teresita ,3.494149923,-76.49015808,Casa,2,6,240,2,5,5,850000000
1564442091-11292,https://www.fincaraiz.com.co/apartamento-en-venta/cali/flora-det-4632836.aspx,Cali,Zona Norte,la flora ,3.468789101,-76.49020386,Apartamento,1,5,87,2,2,3,320000000
1564437042-3002,https://www.fincaraiz.com.co/casa-en-venta/cali/brisas_los_alamos-det-4698888.aspx,Cali,Zona Norte,brisas de los,3.493740082,-76.49021912,Casa,,3,70,,2,3,140000000
1564437042-1048,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_prado-det-4754223.aspx,Cali,Zona Norte,villa del prado,3.468293667,-76.49030304,Casa,1,3,77,,3,3,130000000
1564437042-3109,https://www.fincaraiz.com.co/casa-en-venta/cali/acopi-det-4658376.aspx,Cali,Zona Norte,acopi  ,3.438561916,-76.4903183,Casa,,3,435,,0,0,190000000
1564442091-13534,https://www.fincaraiz.com.co/apartamento-en-venta/cali/chiminangos-det-4385153.aspx,Cali,Zona Norte,chiminangos  ,3.476830006,-76.49035645,Apartamento,3,3,60,1,1,3,85000000
1564437042-2473,https://www.fincaraiz.com.co/casa-en-venta/cali/rivera-det-4682675.aspx,Cali,Zona Norte,la rivera ,3.473671675,-76.49036407,Casa,,3,90,,4,6,190000000
1564437042-4828,https://www.fincaraiz.com.co/casa-en-venta/cali/zona_oriente-det-4301368.aspx,Cali,Zona Oriente,zona oriente ,3.493374109,-76.49041748,Casa,3,2,177,,3,9,200000000
1564437042-2935,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_prado-det-4644618.aspx,Cali,Zona Norte,villa del prado,3.466389894,-76.49041748,Casa,,3,62,,1,3,110000000
1564442091-8844,https://www.fincaraiz.com.co/apartamento-en-venta/cali/metropolitano_del_norte-det-4744968.aspx,Cali,Zona Norte,metropolitano del norte,3.480566263,-76.49042511,Apartamento,1,4,65,1,2,3,122000000
1564442091-9622,https://www.fincaraiz.com.co/apartamento-en-venta/cali/chiminangos-det-4762915.aspx,Cali,Zona Norte,chiminangos  ,3.476818085,-76.49044037,Apartamento,1,3,50.64,,1,2,75000000
1564437042-5269,https://www.fincaraiz.com.co/casa-en-venta/cali/los_lagos-det-3846417.aspx,Cali,Zona Oriente,los lagos ,3.440547466,-76.49057007,Casa,,2,135,,6,10,210000000
1564442091-13550,https://www.fincaraiz.com.co/apartamento-en-venta/cali/chiminangos-det-4371224.aspx,Cali,Zona Norte,chiminangos  ,3.477226973,-76.49064636,Apartamento,,3,100,,1,3,110000000
1564437042-1736,https://www.fincaraiz.com.co/casa-en-venta/cali/nueva_base-det-4724568.aspx,Cali,Zona Oriente,la nueva base,3.448829174,-76.4907074,Casa,2,3,156,,2,5,260000000
1564442091-12944,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_guaduales-det-4518511.aspx,Cali,Zona Norte,los guaduales ,3.439878225,-76.49072266,Apartamento,3,3,53,,1,3,92000000
1564437042-470,https://www.fincaraiz.com.co/casa-en-venta/cali/floralia-det-4716565.aspx,Cali,Zona Norte,floralia  ,3.496064901,-76.49076843,Casa,4,2,150,1,3,5,180000000
1564437042-1946,https://www.fincaraiz.com.co/casa-en-venta/cali/los_guayacanes-det-4711669.aspx,Cali,,los guayacanes ,3.47154808,-76.49079132,Casa,,3,80,,1,3,160000000
1564442091-13166,https://www.fincaraiz.com.co/apartamento-en-venta/cali/metropolitano_del_norte-det-4510866.aspx,Cali,Zona Norte,metropolitano del norte,3.483136415,-76.49080658,Apartamento,5,3,64,1,1,3,110000000
1564437042-2855,https://www.fincaraiz.com.co/casa-en-venta/cali/primero_mayo-det-4189017.aspx,Cali,Zona Sur,primero de mayo,3.472833157,-76.49098206,Casa,3,4,80,1,3,3,210000000
1564437042-2643,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_prado-det-4669179.aspx,Cali,Zona Norte,villa del prado,3.467999935,-76.49099731,Casa,2,3,120,,2,4,162000000
1564437042-5096,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_prado-det-2461609.aspx,Cali,Zona Norte,villa del prado,3.467999935,-76.49099731,Casa,,3,61,,2,3,143000000
1564437042-3682,https://www.fincaraiz.com.co/casa-en-venta/cali/urbanizacion_nueva_base-det-4486846.aspx,Cali,Zona Norte,urbanización la nueva,3.450000048,-76.49099731,Casa,2,3,67,,2,6,205000000
1564437042-5784,https://www.fincaraiz.com.co/casa-en-venta/cali/urbanizacion_nueva_base-det-4169327.aspx,Cali,Zona Oriente,urbanización la nueva,3.450000048,-76.49099731,Casa,,3,215,1,6,8,370000000
1564437042-4836,https://www.fincaraiz.com.co/casa-en-venta/cali/siete_agosto-det-4229126.aspx,Cali,Zona Oriente,siete de agosto,3.441999912,-76.49099731,Casa,,3,60,1,3,2,120000000
1564437042-2706,https://www.fincaraiz.com.co/casa-en-venta/cali/santa_barbara-det-3369753.aspx,Cali,Zona Oriente,santa bárbara ,3.469000101,-76.49099731,Casa,2,3,153,6,4,6,350000000
1564437042-923,https://www.fincaraiz.com.co/casa-en-venta/cali/nueva_base-det-4229012.aspx,Cali,Zona Oriente,la nueva base,3.447000027,-76.49099731,Casa,,3,170,1,3,6,260000000
1564437042-5895,https://www.fincaraiz.com.co/casa-en-venta/cali/nueva_base-det-2545523.aspx,Cali,Zona Oriente,la nueva base,3.446000099,-76.49099731,Casa,3,3,252,,3,9,310000000
1564437042-5041,https://www.fincaraiz.com.co/casa-en-venta/cali/floresta-det-2990200.aspx,Cali,Zona Norte,la floresta ,3.444000006,-76.49099731,Casa,3,3,450,1,5,11,350000000
1564442091-10391,https://www.fincaraiz.com.co/apartamento-en-venta/cali/villa_del_sol-det-4662354.aspx,Cali,Zona Norte,villa del sol,3.470000029,-76.49099731,Apartamento,4,3,65,1,2,3,160000000
1564442091-10042,https://www.fincaraiz.com.co/apartamento-en-venta/cali/villa_del_lago-det-4542138.aspx,Cali,Zona Oriente,villa del lago,3.434999943,-76.49099731,Apartamento,1,3,60,,1,3,80000000
1564442091-11843,https://www.fincaraiz.com.co/apartamento-en-venta/cali/urbanizacion_flora-det-4558144.aspx,Cali,Zona Norte,urbanización la flora,3.447999954,-76.49099731,Apartamento,,5,155,2,4,3,550000000
1564442091-7536,https://www.fincaraiz.com.co/apartamento-en-venta/cali/nueva_base-det-4775096.aspx,Cali,Zona Oriente,la nueva base,3.447386026,-76.49105072,Apartamento,1,3,62,,1,3,130000000
1564442091-8669,https://www.fincaraiz.com.co/apartamento-en-venta/cali/nueva_base-det-4775040.aspx,Cali,Zona Oriente,la nueva base,3.447386026,-76.49105072,Apartamento,1,3,75,,1,3,100000000
1564437042-5608,https://www.fincaraiz.com.co/casa-en-venta/cali/mojica-det-4585546.aspx,Cali,Zona Oriente,mojica  ,3.414553404,-76.49110413,Casa,2,2,150,,2,6,85000000
1564437042-1702,https://www.fincaraiz.com.co/casa-en-venta/cali/base-det-4743891.aspx,Cali,Zona Oriente,la base ,3.44745326,-76.4911499,Casa,,,90,,4,6,325000000
1564437042-1322,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_lago-det-4743935.aspx,Cali,Zona Oriente,villa del lago,3.438157797,-76.49115753,Casa,,3,90,,1,3,80000000
1564442091-10495,https://www.fincaraiz.com.co/apartamento-en-venta/cali/metropolitano_del_norte-det-4656441.aspx,Cali,Zona Norte,metropolitano del norte,3.481580019,-76.49115753,Apartamento,5,3,60,1,2,3,135000000
1564442091-6694,https://www.fincaraiz.com.co/apartamento-en-venta/cali/chiminangos-det-4777677.aspx,Cali,Zona Norte,chiminangos  ,3.476056099,-76.49118805,Apartamento,,3,55,,1,3,77000000
1564442091-11266,https://www.fincaraiz.com.co/apartamento-en-venta/cali/chiminangos-det-4619614.aspx,Cali,Zona Norte,chiminangos  ,3.478421211,-76.49124146,Apartamento,,2,63,,1,3,83000000
1564442091-6050,https://www.fincaraiz.com.co/apartamento-en-venta/cali/chiminangos-det-4791412.aspx,Cali,Zona Norte,Chiminangos  ,3.477449656,-76.49130249,Apartamento,,3,60,,1,3,65000000
1564437042-4019,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_prado-det-4581766.aspx,Cali,Zona Norte,villa del prado,3.466075897,-76.49133301,Casa,3,3,242,,3,9,310000000
1564442091-14801,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_alcazares-det-4647349.aspx,Cali,Zona Norte,los alcazares ,3.485492468,-76.49136353,Apartamento,4,3,60,,1,3,80000000
1564442091-7926,https://www.fincaraiz.com.co/apartamento-en-venta/cali/metropolitano_del_norte-det-4749906.aspx,Cali,Zona Norte,metropolitano del norte,3.479629278,-76.49141693,Apartamento,,3,70,1,2,3,100000000
1564442091-7911,https://www.fincaraiz.com.co/apartamento-en-venta/cali/metropolitano_del_norte-det-4750226.aspx,Cali,Zona Norte,metropolitano del norte,3.482398033,-76.49157715,Apartamento,2,4,73,1,2,3,180000000
1564442091-9508,https://www.fincaraiz.com.co/apartamento-en-venta/cali/norte-det-4746197.aspx,Cali,Zona Oeste,norte  ,3.475078821,-76.49159241,Apartamento,,3,57,,1,3,85000000
1564442091-11753,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_alcazares-det-4589390.aspx,Cali,Zona Norte,los alcazares ,3.486952543,-76.49159241,Apartamento,,3,60,,1,3,70000000
1564437042-2607,https://www.fincaraiz.com.co/casa-en-venta/cali/floralia-det-4666095.aspx,Cali,Zona Norte,floralia  ,3.495173216,-76.49170685,Casa,2,2,90,,3,3,175000000
1564442091-14175,https://www.fincaraiz.com.co/apartamento-en-venta/cali/nueva_base-det-4180761.aspx,Cali,Zona Oriente,la nueva base,3.446553707,-76.49170685,Apartamento,5,3,55,,1,3,87000000
1564442091-11743,https://www.fincaraiz.com.co/apartamento-en-venta/cali/metropolitano_del_norte-det-4590125.aspx,Cali,Zona Norte,metropolitano del norte,3.481617689,-76.49172974,Apartamento,,3,46,1,1,2,95000000
1564442091-10404,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_alcazares-det-4661192.aspx,Cali,Zona Norte,los alcazares ,3.48801446,-76.49172974,Apartamento,,3,49,1,1,3,76000000
1564437042-1897,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_prado-det-4704416.aspx,Cali,Zona Norte,villa del prado,3.465440035,-76.49173737,Casa,,3,90,,2,3,132000000
1564437042-3208,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_prado-det-4628451.aspx,Cali,Zona Norte,villa del prado,3.465440035,-76.49173737,Casa,2,3,90,,2,3,155000000
1564437042-2334,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_prado-det-4615706.aspx,Cali,Zona Norte,villa del prado,3.465440035,-76.49173737,Casa,2,3,115,,1,3,118000000
1564437042-4635,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_prado-det-4412814.aspx,Cali,Zona Norte,villa del prado,3.465440035,-76.49173737,Casa,,3,70,,2,3,145000000
1564437042-2792,https://www.fincaraiz.com.co/casa-en-venta/cali/limonar-det-3812113.aspx,Cali,Zona Sur,el limonar ,3.446602583,-76.49176788,Casa,2,5,280,2,4,5,600000000
1564437042-1055,https://www.fincaraiz.com.co/casa-en-venta/cali/floralia-det-4753677.aspx,Cali,Zona Norte,floralia  ,3.495141268,-76.49177551,Casa,,2,108,,3,5,140000000
1564442091-14696,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_alcazares-det-4764252.aspx,Cali,Zona Norte,los alcazares ,3.488672972,-76.49178314,Apartamento,1,3,45,,1,3,96000000
1564442091-11224,https://www.fincaraiz.com.co/apartamento-en-venta/cali/metropolitano_del_norte-det-4493608.aspx,Cali,Zona Norte,metropolitano del norte,3.48018074,-76.4917984,Apartamento,,3,72,,2,3,135000000
1564442091-6674,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_alcazares-det-4781593.aspx,Cali,Zona Norte,los alcazares ,3.487129927,-76.49182129,Apartamento,5,3,60,,1,3,75000000
1564437042-304,https://www.fincaraiz.com.co/casa-en-venta/cali/villas_veracruz-det-4780200.aspx,Cali,Zona Norte,villas de veracruz,3.473241329,-76.49188232,Casa,4,3,130,,2,3,170000000
1564437042-2245,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_prado-det-4694839.aspx,Cali,Zona Norte,villa del prado,3.466572046,-76.49188995,Casa,,3,120,,1,3,117000000
1564442091-9954,https://www.fincaraiz.com.co/apartamento-en-venta/cali/refugio-det-4677863.aspx,Cali,Zona Sur,el refugio ,3.446477413,-76.49190521,Apartamento,8,5,86,2,2,2,300000000
1564442091-7929,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_alcazares-det-4749817.aspx,Cali,Zona Norte,los alcazares ,3.485706568,-76.49197388,Apartamento,3,3,57,1,2,3,115000000
1564437042-1843,https://www.fincaraiz.com.co/casa-en-venta/cali/floralia-det-4715813.aspx,Cali,Zona Norte,floralia  ,3.493408442,-76.49198151,Casa,2,3,142,,4,6,165000000
1564437042-2981,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_prado-det-4558666.aspx,Cali,Zona Norte,villa del prado,3.467999935,-76.49199677,Casa,,3,120,,2,2,165000000
1564437042-2883,https://www.fincaraiz.com.co/casa-en-venta/cali/santa_barbara-det-4665843.aspx,Cali,Zona Norte,santa bárbara ,3.470000029,-76.49199677,Casa,2,3,91,,2,4,168000000
1564437042-5250,https://www.fincaraiz.com.co/casa-en-venta/cali/parque_residencial_bosque-det-3601497.aspx,Cali,Zona Norte,parque residencial el,3.467000008,-76.49199677,Casa,3,3,200,,5,4,350000000
1564442091-11369,https://www.fincaraiz.com.co/apartamento-en-venta/cali/villa_del_prado-det-4175816.aspx,Cali,Zona Norte,villa del prado,3.470000029,-76.49199677,Apartamento,,3,54,,2,3,85000000
1564442091-9223,https://www.fincaraiz.com.co/apartamento-en-venta/cali/urbanizacion_flora-det-4763298.aspx,Cali,Zona Norte,urbanización la flora,3.47300005,-76.49199677,Apartamento,4,5,85,1,2,3,320000000
1564442091-10665,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_alcazares-det-4651970.aspx,Cali,Zona Norte,los alcázares ,3.487999916,-76.49199677,Apartamento,5,3,49,,1,3,78000000
1564442091-7061,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_alcazares-det-4495234.aspx,Cali,Zona Norte,los alcázares ,3.487999916,-76.49199677,Apartamento,,3,46,,1,3,70000000
1564442091-8222,https://www.fincaraiz.com.co/apartamento-en-venta/cali/chiminangos_etapa-det-4735742.aspx,Cali,Zona Oriente,chiminangos 1 etapa,3.476999998,-76.49199677,Apartamento,1,3,60,,1,3,110000000
1564442091-15223,https://www.fincaraiz.com.co/apartamento-en-venta/cali/bloques_del_limonar-det-3581405.aspx,Cali,Zona Sur,bloques del limonar,3.47300005,-76.49199677,Apartamento,4,3,57,,1,3,115000000
1564442091-11996,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_alcazares-det-4574588.aspx,Cali,Zona Norte,los alcazares ,3.48900485,-76.49205017,Apartamento,,3,44,1,1,3,78000000
1564437042-2491,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_lago-det-4676049.aspx,Cali,Zona Oriente,villa del lago,3.437190294,-76.49211121,Casa,,3,80,1,1,3,93000000
1564437042-1039,https://www.fincaraiz.com.co/casa-en-venta/cali/comuneros-det-4754648.aspx,Cali,Zona Oriente,comuneros  ,3.42405653,-76.49213409,Casa,,2,70,,2,5,70000000
1564437042-3445,https://www.fincaraiz.com.co/casa-en-venta/cali/floralia-det-4600131.aspx,Cali,Zona Norte,floralia  ,3.494689941,-76.49215698,Casa,3,2,175,1,3,3,225000000
1564437042-5295,https://www.fincaraiz.com.co/casa-en-venta/cali/floralia-det-4077655.aspx,Cali,Zona Norte,floralia  ,3.494610786,-76.49224091,Casa,2,3,120,,2,3,120000000
1564442091-8564,https://www.fincaraiz.com.co/apartamento-en-venta/cali/paseo_los_almendros-det-4732755.aspx,Cali,,paseo de los,3.471060038,-76.49237061,Apartamento,,3,57,,2,3,123000000
1564442091-6384,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_alcazares-det-4784256.aspx,Cali,Zona Norte,los alcazares ,3.487462759,-76.49239349,Apartamento,4,3,58,,1,3,92000000
1564437042-1849,https://www.fincaraiz.com.co/casa-en-venta/cali/floralia-det-4715625.aspx,Cali,Zona Norte,floralia  ,3.496023893,-76.49245453,Casa,,2,65,,2,4,110000000
1564437042-1851,https://www.fincaraiz.com.co/casa-en-venta/cali/floralia-det-4715594.aspx,Cali,Zona Norte,floralia  ,3.495995522,-76.49245453,Casa,,2,64,,2,5,135000000
1564442091-12837,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_andes-det-4495869.aspx,Cali,Zona Norte,los andes ,3.470670938,-76.49256897,Apartamento,1,3,60,,2,3,127000000
1564437042-2715,https://www.fincaraiz.com.co/casa-en-venta/cali/paseo_los_almendros-det-4656309.aspx,Cali,Zona Norte,paseo de los,3.470402956,-76.49259186,Casa,2,3,137,2,3,4,280000000
1564442091-8489,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_guayacanes-det-4708911.aspx,Cali,Zona Norte,los guayacanes ,3.470036983,-76.49259949,Apartamento,,3,90,,2,4,98000000
1564437042-4582,https://www.fincaraiz.com.co/casa-en-venta/cali/barranquilla-det-4447367.aspx,Cali,Zona Norte,barranquilla  ,3.474289894,-76.49265289,Casa,,3,240,1,2,4,250000000
1564442091-9287,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_alcazares-det-4709089.aspx,Cali,Zona Norte,los alcazares ,3.485522509,-76.49266052,Apartamento,4,3,59,1,2,3,105000000
1564442091-10997,https://www.fincaraiz.com.co/apartamento-en-venta/cali/los_alcazares-det-4708996.aspx,Cali,Zona Norte,los alcazares ,3.485522509,-76.49266052,Apartamento,3,3,58,1,2,3,122000000
1564437042-2679,https://www.fincaraiz.com.co/casa-en-venta/cali/zona_oriente-det-4658907.aspx,Cali,Zona Oriente,zona oriente ,3.430660725,-76.49271393,Casa,3,2,103,,3,5,98500000
1564437042-3080,https://www.fincaraiz.com.co/casa-en-venta/cali/rivera-det-4634478.aspx,Cali,Zona Norte,la rivera ,3.473793745,-76.49275208,Casa,,3,72,,1,3,250000000
1564437042-95,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_prado-det-4790243.aspx,Cali,Zona Norte,villa del prado,3.465539932,-76.49276733,Casa,,3,60,,2,3,210000000
1564437042-2090,https://www.fincaraiz.com.co/casa-en-venta/cali/nueva_base-det-4703645.aspx,Cali,Zona Oriente,la nueva base,3.44401288,-76.49276733,Casa,,2,170,1,2,4,288000000
1564442091-14677,https://www.fincaraiz.com.co/apartamento-en-venta/cali/chiminangos-det-4783269.aspx,Cali,Zona Norte,chiminangos  ,3.477096558,-76.49282837,Apartamento,2,3,64,,1,3,89000000
1564437042-2629,https://www.fincaraiz.com.co/casa-en-venta/cali/villa_del_lago-det-4700254.aspx,Cali,Zona Oriente,villa del lago,3.434229851,-76.49295044,Casa,,2,72,,2,3,95000000
1564437042-4315,https://www.fincaraiz.com.co/casa-en-venta/cali/pance-det-4357698.aspx,Cali,Zona Sur,pance  ,3.468050003,-76.49298859,Casa,1,6,1500,4,5,3,1650000000
1564437042-3738,https://www.fincaraiz.com.co/casa-en-venta/cali/urbanizacion_saman-det-4609684.aspx,Cali,Zona Sur,urbanizacion el saman,3.467999935,-76.49299622,Casa,3,3,225,,5,8,280000000
1564437042-223,https://www.fincaraiz.com.co/casa-en-venta/cali/colseguros_andes-det-4705892.aspx,Cali,Zona Sur,colseguros andes ,3.414000034,-76.49299622,Casa,,4,200,1,3,4,325000000
